Sample	Project	Score
TCGA-NK-A5CT	LUSC	0.306199315
TCGA-92-8064	LUSC	1.19592633
TCGA-85-A4JC	LUSC	-0.223969236
TCGA-77-7140	LUSC	-1.636251708
TCGA-98-A53H	LUSC	0.359900919
TCGA-18-3416	LUSC	1.480485763
TCGA-60-2721	LUSC	1.029343224
TCGA-22-1002	LUSC	0.0185282
TCGA-21-1080	LUSC	-1.152492304
TCGA-39-5040	LUSC	-0.678350138
TCGA-66-2781	LUSC	0.406980347
TCGA-NK-A7XE	LUSC	0.340992787
TCGA-22-1011	LUSC	0.212935011
TCGA-56-8629	LUSC	-0.277437858
TCGA-18-3410	LUSC	0.565841002
TCGA-43-7656	LUSC	0.191707972
TCGA-85-8052	LUSC	-0.702163672
TCGA-34-2608	LUSC	0.167603967
TCGA-22-5483	LUSC	-0.27147271
TCGA-37-4135	LUSC	0.680920851
TCGA-34-5929	LUSC	0.247117403
TCGA-33-4582	LUSC	-1.108947282
TCGA-22-4605	LUSC	-0.785087776
TCGA-43-8118	LUSC	-0.275132527
TCGA-77-8153	LUSC	-2.323561645
TCGA-37-4130	LUSC	0.987039253
TCGA-85-7843	LUSC	-0.190885733
TCGA-85-A510	LUSC	-0.549366229
TCGA-21-A5DI	LUSC	-0.848919229
TCGA-46-6026	LUSC	-1.657474811
TCGA-77-8009	LUSC	-0.316246222
TCGA-43-7658	LUSC	-0.014855892
TCGA-18-3414	LUSC	0.002462919
TCGA-96-A4JK	LUSC	0.202958035
TCGA-96-8169	LUSC	-0.10426362
TCGA-63-A5MW	LUSC	-0.533598862
TCGA-56-8201	LUSC	0.96285763
TCGA-22-5479	LUSC	0.039139656
TCGA-68-8251	LUSC	0.273898455
TCGA-22-5478	LUSC	-0.898734031
TCGA-56-A49D	LUSC	0.287108769
TCGA-77-7463	LUSC	-1.680349062
TCGA-56-8623	LUSC	0.693835983
TCGA-77-7142	LUSC	-0.234854853
TCGA-21-1076	LUSC	0.736319693
TCGA-98-8022	LUSC	0.93508949
TCGA-60-2722	LUSC	-0.890835682
TCGA-18-3411	LUSC	-0.534254419
TCGA-O2-A52S	LUSC	-0.577990458
TCGA-37-5819	LUSC	-0.799796873
TCGA-60-2710	LUSC	0.098067737
TCGA-66-2788	LUSC	0.610694047
TCGA-56-8625	LUSC	0.527207335
TCGA-77-8008	LUSC	0.121387358
TCGA-92-7341	LUSC	-0.742720856
TCGA-63-A5MT	LUSC	0.326944783
TCGA-77-7465	LUSC	0.406263601
TCGA-85-A50M	LUSC	-1.163931475
TCGA-37-A5EM	LUSC	0.108596161
TCGA-18-3406	LUSC	2.181252608
TCGA-85-8277	LUSC	-0.061716272
TCGA-34-5927	LUSC	-1.30022082
TCGA-90-7964	LUSC	-1.202735923
TCGA-43-7657	LUSC	0.114043839
TCGA-77-7138	LUSC	-0.383139881
TCGA-37-A5EN	LUSC	0.086021674
TCGA-63-A5ML	LUSC	-0.037273129
TCGA-77-A5FZ	LUSC	0.872939359
TCGA-33-4538	LUSC	0.063373236
TCGA-21-1070	LUSC	1.215441391
TCGA-85-A5B5	LUSC	-1.404114942
TCGA-85-A4CL	LUSC	-0.331067551
TCGA-39-5021	LUSC	0.119170712
TCGA-43-6143	LUSC	-0.718460846
TCGA-33-6737	LUSC	-0.837925441
TCGA-85-7699	LUSC	0.080010364
TCGA-NC-A5HD	LUSC	-0.996636718
TCGA-43-5668	LUSC	0.480714811
TCGA-60-2695	LUSC	-0.281288728
TCGA-66-2742	LUSC	-0.510561907
TCGA-22-5480	LUSC	1.155220228
TCGA-56-8309	LUSC	0.780701707
TCGA-85-8049	LUSC	0.192622973
TCGA-18-5595	LUSC	-0.053330339
TCGA-33-4589	LUSC	2.228563247
TCGA-77-A5G7	LUSC	-0.927329684
TCGA-22-4613	LUSC	-0.25119184
TCGA-NC-A5HH	LUSC	-2.088988247
TCGA-90-7766	LUSC	-0.267087835
TCGA-56-7823	LUSC	-1.621196837
TCGA-77-7335	LUSC	0.976532138
TCGA-85-8584	LUSC	2.004242992
TCGA-58-A46M	LUSC	0.733186847
TCGA-22-4596	LUSC	0.534481143
TCGA-90-7767	LUSC	0.367159891
TCGA-56-8503	LUSC	0.963712111
TCGA-33-A5GW	LUSC	-1.351181533
TCGA-85-A53L	LUSC	-0.837752991
TCGA-18-4083	LUSC	-0.690913587
TCGA-39-5016	LUSC	0.832548698
TCGA-22-1016	LUSC	-0.293074556
TCGA-37-A5EL	LUSC	1.161145505
TCGA-77-A5GB	LUSC	0.819446637
TCGA-34-8456	LUSC	-0.43820877
TCGA-56-6546	LUSC	0.452146649
TCGA-56-8622	LUSC	-0.511403086
TCGA-22-4594	LUSC	0.090846066
TCGA-60-2720	LUSC	0.721332512
TCGA-85-A4PA	LUSC	1.08169292
TCGA-33-AASD	LUSC	0.244882348
TCGA-90-A59Q	LUSC	1.740707703
TCGA-39-5019	LUSC	-0.161786236
TCGA-92-8065	LUSC	-0.253223977
TCGA-77-8154	LUSC	-1.270048406
TCGA-66-2737	LUSC	0.530154997
TCGA-34-7107	LUSC	-0.102000272
TCGA-66-2794	LUSC	1.27169259
TCGA-94-7557	LUSC	-0.442787554
TCGA-85-6175	LUSC	0.346637379
TCGA-85-8276	LUSC	0.625923856
TCGA-58-8388	LUSC	-0.033224323
TCGA-22-1005	LUSC	1.50702877
TCGA-58-8387	LUSC	0.743424487
TCGA-77-6844	LUSC	-0.478906646
TCGA-21-5787	LUSC	1.067405336
TCGA-O2-A52W	LUSC	-1.304057589
TCGA-58-8393	LUSC	0.733375622
TCGA-NC-A5HN	LUSC	0.786533676
TCGA-66-2757	LUSC	0.007820086

